V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,time1
3,4,4,4,3,1,1,4,4,5,4,4,5,4,3,2,5,4,1,3,3,4,3,5,3,4,4,-4
4,3,1,1,1,3,1,3,3,4,4,4,5,3,3,1,5,5,1,3,3,4,4,5,3,4,3,5
2,2,2,3,2,2,2,4,3,4,4,3,4,4,4,1,4,4,1,3,3,4,3,4,2,4,4,10
3,3,3,3,3,3,3,4,3,3,4,4,4,3,3,3,4,3,2,3,3,4,3,4,3,3,3,3
3,3,3,3,2,1,3,5,5,5,5,5,5,5,4,1,5,5,3,4,5,5,3,5,2,5,5,11
4,3,3,2,3,4,3,5,5,5,5,5,4,5,4,2,5,4,2,4,4,4,3,5,3,5,2,8
2,2,2,2,2,2,3,2,4,4,3,4,4,4,3,2,4,4,2,3,3,4,3,4,2,2,4,6
3,4,4,2,3,2,1,2,3,4,4,3,4,3,3,2,4,3,3,5,2,4,3,5,3,2,4,5
3,4,2,4,1,1,1,5,4,4,5,5,4,4,3,1,5,5,1,1,5,0,1,4,1,3,3,5
4,3,3,4,2,2,2,4,4,4,4,4,4,4,3,3,4,4,3,3,4,2,4,4,4,4,3,2
3,3,2,2,2,4,2,5,4,3,4,3,5,4,3,1,5,5,3,4,4,4,2,5,3,3,4,5
3,2,3,2,3,1,1,4,4,4,4,4,5,4,3,2,5,4,2,4,4,3,3,4,3,0,3,6
3,3,3,3,3,2,3,4,4,3,4,3,4,4,3,3,5,4,3,3,4,4,3,4,3,3,4,-6
4,4,4,4,4,3,4,5,5,5,5,5,3,5,5,4,5,4,4,4,5,3,4,5,5,3,3,-1
3,4,3,4,3,2,1,3,3,4,3,3,5,4,3,1,5,5,1,5,5,5,3,5,3,4,5,2
3,3,0,3,3,3,2,3,3,4,4,3,4,4,3,3,4,4,3,3,4,4,4,3,3,4,4,6
1,1,1,1,1,0,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,0
3,1,2,2,2,2,4,5,5,5,5,5,5,5,5,2,5,5,1,3,5,3,3,5,2,5,5,11
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,1,1,1,1,1,1,1,1,2
3,3,3,3,4,2,2,5,5,5,5,5,5,5,4,2,5,5,3,2,4,5,3,5,3,5,3,6
1,1,1,3,1,1,1,3,3,1,3,1,3,4,3,1,4,4,1,1,4,2,1,4,1,1,1,2
3,3,1,2,2,1,1,5,4,3,3,3,3,4,3,1,4,4,1,3,5,2,1,4,3,2,1,8
4,4,4,4,1,1,1,4,4,4,5,5,5,3,3,1,5,5,1,4,3,1,4,4,4,3,4,6
2,3,2,3,2,3,4,4,3,3,3,4,3,2,3,2,5,4,2,4,3,2,2,4,1,2,4,6
2,2,2,2,2,2,2,4,3,3,3,4,3,3,3,1,4,4,1,5,4,3,3,4,2,2,2,2
4,3,2,4,3,4,2,4,4,4,4,4,5,4,4,3,4,4,3,4,5,3,4,5,4,4,3,9
3,3,2,4,4,1,3,4,4,2,5,4,4,4,3,2,4,2,3,4,4,4,4,4,3,1,3,6
3,2,1,2,1,1,1,4,3,3,4,4,2,3,3,1,4,3,1,1,3,1,5,4,1,3,3,5
3,2,2,2,2,2,2,4,4,4,4,4,4,4,3,1,5,4,2,3,4,4,2,4,2,4,4,12
1,1,3,1,1,1,1,3,2,1,2,3,4,3,3,1,2,3,1,1,4,3,3,4,1,1,2,2
1,1,1,3,1,1,1,3,2,3,4,4,4,3,3,1,3,2,1,2,2,3,1,3,1,2,2,1
4,3,3,2,2,3,3,4,4,3,4,4,4,4,3,2,4,3,2,4,4,4,3,4,3,2,3,-3
3,3,2,2,3,4,3,4,4,3,4,4,4,4,3,0,4,4,3,4,4,4,3,0,0,2,2,2
4,3,3,1,1,4,4,5,4,4,4,4,5,5,4,1,5,5,4,4,5,4,3,5,3,4,5,11
1,1,1,2,2,1,1,2,2,2,2,2,4,2,2,2,3,1,1,1,3,3,2,4,3,1,2,-1
3,2,1,2,2,1,1,1,5,2,3,5,5,5,3,1,5,5,1,3,3,1,4,5,4,1,4,2
2,2,1,2,2,2,2,4,4,4,3,4,5,4,4,1,4,4,1,3,4,4,4,5,2,3,4,6
1,3,1,3,1,1,1,3,3,1,1,3,3,2,1,1,4,4,3,2,1,4,1,4,1,1,1,2
3,3,3,3,3,1,1,4,3,4,4,3,4,3,3,1,4,4,1,3,4,4,3,4,3,3,4,8
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5
3,4,4,3,3,1,1,4,4,5,5,5,5,5,4,1,5,5,1,3,4,4,1,5,3,4,4,5
1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,4,4,1,1,4,3,1,4,1,4,4,3
5,5,5,5,5,2,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,0,5,2,5
2,2,2,2,2,1,1,3,2,2,2,2,4,3,2,2,4,3,1,3,4,4,3,4,3,2,2,2
3,3,0,4,3,4,2,4,4,4,4,4,4,4,4,0,4,4,3,4,3,2,4,4,3,3,3,-3
2,2,2,1,1,1,1,5,3,3,3,3,4,3,3,1,4,4,2,2,4,4,3,4,2,2,2,3
3,2,2,2,2,2,1,5,5,2,5,2,3,4,2,2,4,2,2,3,5,2,3,5,2,2,4,4
4,3,3,2,1,1,1,1,4,3,3,4,5,5,4,1,4,5,1,5,2,5,4,4,3,2,4,1
4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,2,4,4,4,5,3,4,4,4,4,4,4,4
2,2,2,1,1,1,1,3,3,2,3,3,2,3,3,2,2,1,1,2,4,1,2,3,2,2,2,9
4,4,4,3,3,3,4,5,4,5,5,5,5,4,3,3,5,5,3,4,5,5,3,5,3,5,4,5
4,4,4,4,4,3,1,4,4,4,4,4,4,4,3,2,5,5,1,4,4,3,4,4,3,4,4,8
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
3,2,2,2,2,2,3,4,2,0,3,4,4,3,2,2,4,0,1,3,2,4,3,2,3,4,4,0
3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,-9
3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,5,4,4,4,8
4,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,12
3,3,3,2,2,1,1,5,4,4,5,5,5,4,4,1,4,5,1,1,4,5,3,5,2,4,3,15
3,2,5,2,2,2,2,4,4,4,4,4,5,3,3,1,5,0,1,3,3,3,3,5,2,3,3,13
1,2,2,1,1,1,1,1,2,2,3,3,4,3,3,1,4,5,1,2,3,2,4,5,2,2,2,4
1,1,1,1,1,1,1,2,3,1,3,4,5,4,4,1,5,5,1,1,4,2,1,4,1,0,3,1
1,2,4,4,1,1,1,4,3,3,4,3,5,4,3,1,5,4,1,1,3,5,1,5,1,1,1,5
3,3,2,3,2,3,4,4,4,4,4,3,3,4,4,1,4,4,3,3,4,4,3,4,3,3,3,6
5,5,5,4,4,4,2,4,4,4,4,4,4,4,4,3,5,5,4,4,4,4,5,5,5,5,5,7
3,3,4,4,1,1,1,4,4,4,4,4,5,4,4,1,5,5,1,3,4,4,3,5,3,4,3,7
4,3,3,2,3,2,3,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,3,4,2,4,4,4
4,3,4,3,3,4,4,4,3,4,3,3,5,5,4,3,5,5,5,5,5,5,5,5,5,3,5,6
1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1
3,3,2,3,2,2,2,4,4,4,4,3,4,4,3,2,5,4,2,4,3,2,4,4,3,4,4,7
1,1,1,2,1,1,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,1,1,2,4
3,3,2,4,2,1,1,4,3,3,4,4,4,4,3,1,5,4,2,3,4,2,3,4,4,4,2,7
2,3,3,3,2,4,3,4,3,4,3,3,4,3,2,2,4,4,2,3,4,5,3,4,1,2,3,3
5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,14
3,3,2,3,2,1,1,3,2,2,3,3,3,3,2,1,5,5,1,3,3,3,4,4,2,2,3,4
4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,2,4,4,2,2,9
4,3,2,4,2,2,2,4,3,3,3,4,3,4,3,2,3,3,2,4,4,2,3,4,3,3,4,-3
1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,5,5,5,5,1,6
1,1,1,1,1,1,1,4,3,3,4,2,3,2,1,1,1,1,1,1,1,1,1,4,1,1,2,1
2,2,2,2,3,3,3,4,3,3,4,4,4,4,3,1,3,4,1,3,4,4,2,5,2,3,4,7
3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,4,3,4,4,4,3,2,4,2
5,5,3,5,2,3,1,3,5,5,5,5,5,5,5,1,5,3,1,5,5,5,3,5,3,4,5,12
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,27
3,4,4,4,3,2,1,3,3,4,3,3,4,4,3,1,3,2,1,3,4,5,3,4,3,2,3,5
3,3,3,3,3,4,3,3,3,0,3,4,4,4,4,3,4,4,2,3,3,3,3,4,4,4,4,2
4,4,5,4,4,3,4,5,5,5,5,5,5,5,4,4,5,5,3,4,5,5,4,5,4,5,5,18
5,3,5,5,3,3,5,4,5,5,5,5,5,5,5,4,5,5,5,5,3,3,3,5,5,5,5,1
2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,1
3,2,2,4,3,2,2,2,3,3,3,3,4,3,3,1,4,4,2,3,2,3,3,4,3,3,4,15
3,3,3,2,2,3,4,4,4,4,4,4,4,2,2,2,4,4,3,4,4,3,4,4,3,4,3,7
2,3,4,3,3,5,3,5,5,3,3,4,5,5,3,2,5,5,1,1,4,5,2,5,3,3,1,6
4,3,3,3,2,2,2,4,4,4,5,4,4,4,4,2,4,4,2,4,3,2,3,5,3,4,3,1
4,2,2,4,4,1,1,3,3,4,5,5,4,4,4,1,5,4,1,5,3,2,3,4,5,4,3,-5
3,3,5,3,4,1,3,5,4,3,4,4,5,5,3,1,5,5,4,4,5,5,5,5,3,2,4,2
3,3,3,4,3,3,2,4,3,3,4,4,2,3,3,2,4,3,2,3,4,3,3,4,3,3,4,4
2,2,2,4,2,2,2,3,3,3,2,2,2,2,2,2,3,0,2,2,3,4,1,3,2,2,4,2
1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,3,1,1,1,1,1,3,1,3,1,0
2,2,1,2,1,1,1,4,2,2,4,2,4,2,2,1,4,3,1,4,4,2,2,4,2,2,2,3
2,2,3,5,1,1,1,5,5,5,5,5,5,5,4,1,5,5,1,0,4,5,3,5,3,5,4,4
4,3,5,5,3,1,1,5,5,5,5,3,5,5,5,3,5,5,2,4,5,5,4,5,5,4,4,18
3,4,2,2,1,1,1,5,5,3,4,3,4,4,3,1,4,4,1,1,4,3,1,5,3,2,5,7
2,3,1,3,1,1,1,5,3,3,4,5,4,3,3,1,3,4,1,1,3,4,3,4,1,3,3,8
3,3,3,3,2,1,1,4,3,4,4,4,4,4,3,1,4,4,1,3,4,4,3,4,3,3,4,2
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
4,3,4,4,3,2,2,4,4,3,4,4,4,4,4,2,4,4,2,3,4,4,3,4,3,2,4,1
3,2,2,4,2,1,1,5,4,4,3,3,5,3,3,1,5,3,2,5,3,2,1,5,2,4,2,5
3,3,2,3,2,2,1,5,4,5,4,5,5,4,4,2,4,5,1,5,4,5,3,4,3,5,3,3
3,3,4,3,3,1,2,4,4,4,4,4,4,4,4,1,4,4,2,4,5,4,4,4,3,4,2,8
4,3,4,4,3,3,1,4,4,3,4,4,5,3,3,1,4,4,1,3,3,5,3,5,3,3,3,11
5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,4,5,5,3,5,5,4
4,3,3,4,1,4,4,4,4,4,4,3,4,4,4,1,4,3,4,4,4,2,2,4,4,2,4,0
1,3,3,3,3,2,3,4,3,3,2,2,4,3,1,1,5,5,2,4,4,4,1,4,1,2,4,4
3,3,2,3,1,1,1,3,3,3,3,3,4,4,4,1,4,4,1,3,3,3,3,4,3,3,4,3
0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,-9
5,3,3,2,3,3,5,5,5,5,5,5,5,5,5,2,4,5,4,5,5,3,3,5,3,4,5,6
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,3,1,5,1,1,1,0
3,3,2,2,2,2,2,4,4,4,4,4,5,5,5,1,4,5,1,3,5,4,3,4,3,3,4,2
3,3,3,4,3,4,2,4,4,4,4,4,4,4,3,3,4,4,1,3,3,4,3,4,3,2,4,5
4,4,3,4,3,3,5,4,3,3,4,4,4,4,3,3,5,4,3,5,4,4,4,5,3,2,3,9
3,3,3,2,3,3,2,4,2,2,2,3,3,3,3,2,2,2,3,1,1,1,2,3,3,3,4,6
1,3,1,1,1,1,1,4,3,2,4,4,4,4,2,1,4,3,1,1,4,3,4,4,1,1,4,1
5,5,5,4,5,3,2,5,5,5,5,5,5,4,4,3,5,5,3,3,5,5,4,5,4,5,4,5
2,2,1,3,1,1,1,4,3,3,4,3,4,4,2,1,4,5,2,3,4,3,3,4,2,3,3,1
3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,3,4,3,3,2,3,3,3
3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,5,5,3,3,3,3,3,3,3,3,3,7
2,2,2,3,1,1,1,4,3,3,2,3,4,3,2,1,5,2,1,1,4,4,1,4,2,2,2,2
4,4,3,4,3,4,4,4,4,4,4,4,4,3,3,3,5,3,4,3,3,2,2,4,4,3,2,7
3,3,4,3,3,3,3,4,4,4,3,3,4,4,3,1,4,4,3,3,4,4,3,5,2,2,3,7
1,3,4,3,1,1,1,3,3,3,4,3,4,4,2,1,4,3,1,1,4,4,1,4,1,2,4,2
4,5,3,5,2,5,1,4,3,5,4,5,5,3,3,1,5,5,1,2,3,5,4,5,3,5,2,0
4,4,4,4,4,4,4,5,4,4,4,4,3,3,3,4,4,4,5,5,4,3,3,4,5,3,3,5
4,3,2,3,3,3,3,4,4,4,4,4,5,4,3,3,5,5,4,5,4,4,4,5,4,4,4,13
4,3,3,3,2,3,2,3,3,3,3,3,4,4,3,2,4,4,3,4,3,4,3,4,4,3,4,4
3,2,2,4,2,2,2,3,4,2,4,3,2,4,3,2,3,2,2,4,2,2,3,4,2,2,3,6
2,2,2,4,2,1,1,4,4,4,2,2,4,3,3,1,5,5,2,4,2,3,2,4,3,2,2,3
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,4,4,4,4,3,4,4,4,4,7
2,2,2,2,2,2,0,4,4,4,4,4,4,4,4,2,4,4,2,3,4,4,3,4,2,3,3,0
4,4,4,4,4,3,3,3,4,4,4,0,4,4,3,2,5,4,3,3,4,5,4,4,3,4,4,9
5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5,5,3,5,5,3,5,5,6
3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,5,5,3,3,3,5,3,5,3,4,3,2
3,3,2,2,1,1,2,3,3,3,3,4,4,4,3,1,4,3,1,3,3,3,3,4,2,2,4,1
4,3,3,3,3,2,2,4,4,2,4,4,4,4,2,2,4,4,4,4,4,2,2,4,2,1,3,9
5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5
3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,2,5,5,3,4,4,4,4,5,3,4,4,2
5,5,4,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,5,5,2,1,5,5,5,5,1
4,3,4,4,3,2,3,4,4,4,4,4,4,4,3,2,4,4,4,3,4,4,3,4,3,4,3,6
1,1,2,3,1,1,1,1,1,2,1,3,2,2,1,1,2,1,1,1,1,1,1,2,1,1,3,1
2,2,4,2,2,4,4,4,4,4,2,4,4,4,4,2,5,5,2,4,4,4,2,4,2,4,2,7
4,3,2,4,3,2,4,5,5,4,5,5,5,4,3,2,5,4,3,4,4,2,3,5,4,3,3,9
3,4,3,3,3,3,2,4,3,4,4,4,3,3,3,3,4,4,3,3,3,3,4,4,3,3,4,8
3,3,3,4,3,1,3,4,3,4,4,3,3,4,3,2,4,3,1,3,4,3,3,4,2,3,3,-7
4,4,4,3,4,1,1,2,4,4,3,3,5,4,4,2,5,5,5,5,2,5,2,4,3,3,4,0
3,3,1,4,1,1,5,4,4,5,3,4,4,3,2,1,4,4,2,2,4,4,4,5,3,2,1,3
4,3,3,4,4,4,1,5,4,4,5,5,4,4,4,3,5,4,1,4,5,3,4,5,3,4,4,23
4,2,3,3,2,4,4,4,4,4,4,4,4,4,3,2,5,5,3,4,4,4,2,5,3,4,4,4
4,5,3,4,4,2,4,5,5,5,5,5,5,5,4,3,5,5,4,5,5,5,3,5,5,5,3,9
3,1,1,3,1,1,1,3,4,3,4,4,3,3,3,1,3,3,1,1,3,1,1,3,2,1,3,7
1,1,1,3,2,2,2,2,2,2,2,2,4,2,2,2,4,4,1,1,1,4,3,3,1,1,1,0
3,3,4,4,4,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,3,3,3,3,3,10
5,3,4,3,4,1,1,4,5,5,5,5,5,5,5,3,5,4,1,5,5,4,3,5,5,5,5,16
4,4,4,3,4,2,4,4,4,4,4,4,4,4,4,4,5,5,1,4,4,4,4,5,3,4,3,4
1,2,1,5,1,1,1,3,4,4,5,5,5,5,5,1,5,4,1,2,3,3,1,5,2,3,4,-4
2,3,2,2,2,1,1,2,2,3,2,2,4,3,2,1,4,4,1,2,2,4,3,4,2,3,4,1
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8
1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,1,3,3,1,1,1,1,1,3,1,1,1,2
3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,9
1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,1,1,1,1,1,1,2
4,3,4,3,4,4,1,3,5,4,5,5,5,4,3,2,5,5,3,5,4,3,3,5,4,4,5,11
4,4,3,3,3,3,1,5,4,3,4,4,4,4,3,2,4,4,2,4,4,2,4,4,4,3,5,4
1,1,1,2,1,1,1,4,3,3,4,4,4,4,3,1,4,4,1,1,4,3,1,4,2,2,3,4
3,2,4,3,3,2,4,4,4,4,4,4,4,4,2,2,5,5,3,4,4,4,3,4,2,2,5,7
3,2,2,2,2,2,3,4,4,3,4,4,3,4,3,2,4,4,3,4,4,2,4,4,3,2,2,6
1,1,1,1,1,1,1,3,4,4,2,3,5,2,1,1,4,4,1,3,4,5,2,4,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
3,3,2,3,2,2,2,3,3,2,4,4,4,3,2,2,4,3,2,3,3,4,3,4,4,3,2,3
4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,-4
1,1,1,3,1,1,1,3,3,2,2,4,5,4,3,1,5,4,1,1,3,3,1,5,3,1,1,3
4,1,1,4,3,3,3,3,4,3,5,3,4,3,3,2,5,5,1,3,3,3,5,3,3,2,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9
4,3,3,3,1,1,1,4,4,3,4,3,2,4,3,1,4,4,1,4,4,2,1,4,4,3,5,6
2,3,2,3,0,2,2,4,4,3,5,4,5,5,3,1,5,5,2,2,4,2,3,5,2,2,2,-3
4,4,3,3,3,3,1,4,3,4,4,4,5,3,3,3,5,4,1,4,4,4,3,4,4,3,3,6
3,2,2,4,2,2,4,4,5,0,2,4,4,4,2,1,5,5,4,4,4,4,0,3,4,2,4,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
3,1,2,4,2,3,3,4,4,4,4,4,3,4,2,2,4,3,3,3,4,4,2,4,3,4,2,14
3,3,4,2,2,2,4,5,3,4,4,3,5,4,4,2,5,5,1,3,5,5,2,5,2,2,3,3
4,4,3,4,4,1,1,3,4,4,4,4,4,4,4,4,4,4,1,4,3,4,4,4,4,3,4,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9
3,3,1,1,1,1,4,5,5,4,4,4,5,4,3,1,5,5,3,4,5,5,3,5,3,3,4,9
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,3,4,3,3,3,4,5,5,5,5,5,5,5,5,2,5,4,5,5,5,5,5,5,3,4,4,-2
3,4,1,4,1,1,1,5,5,5,5,5,5,5,5,1,5,4,1,4,5,5,4,5,3,4,1,10
2,1,2,3,1,1,1,5,3,3,4,5,2,4,3,1,2,2,1,2,5,2,2,4,1,3,2,2
3,3,2,2,2,2,2,4,3,3,3,2,3,3,3,2,4,4,3,3,3,3,3,4,3,3,3,9
3,3,2,2,2,2,3,4,4,3,4,4,3,3,3,2,3,3,3,4,3,2,3,4,2,3,3,10
3,3,3,4,3,2,2,4,4,3,4,4,4,4,3,2,4,5,4,3,4,4,3,4,4,2,3,8
4,4,3,0,3,2,1,4,4,4,4,4,4,4,3,2,5,5,2,3,4,4,4,5,4,4,5,-3
3,3,4,3,2,2,1,3,3,4,3,4,5,4,3,1,5,5,1,3,3,5,2,5,3,5,4,6
3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,1,3,4,3,5,4,4,1,4,3,3,3,9
3,3,4,4,3,3,2,4,4,4,4,4,4,3,3,2,4,3,1,0,4,3,1,4,3,2,4,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,0
3,2,1,2,2,1,1,3,3,3,4,2,4,3,3,1,5,5,1,4,3,4,2,5,2,2,3,2
4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5,4,4,4,5,4,5,4,5,5,-9
1,1,1,3,1,1,1,4,4,3,4,3,4,4,4,1,4,4,1,1,4,1,1,4,3,3,3,5
3,3,1,4,1,1,1,4,3,4,4,4,5,4,2,1,5,3,1,4,4,5,3,5,2,3,2,0
3,3,2,3,2,2,1,4,3,3,4,4,4,3,3,2,5,4,1,2,3,3,2,4,3,2,2,1
4,3,4,2,4,3,3,4,4,4,5,4,4,5,5,2,5,4,2,2,4,4,3,5,3,4,4,-4
2,3,3,3,3,1,4,4,4,4,4,4,4,4,3,1,4,4,2,4,4,4,4,4,3,3,2,4
2,3,2,2,2,1,1,3,3,2,2,2,2,4,2,1,4,3,2,4,4,2,3,4,3,2,2,-2
3,4,4,2,3,3,2,4,4,4,4,4,5,4,4,3,5,4,3,4,4,3,4,5,4,4,4,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-9
3,4,5,5,4,3,4,4,4,5,4,4,5,4,4,3,5,4,3,3,4,4,4,5,3,4,2,8
4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,3,4,4,2
